id,category,timestamp_utc,model,key_inputs,status_code
qwen-codings-576ffa1f6125,qwen-codings,2026-05-10T10:08:43Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|81c69986e1dd|true_label,200
qwen-codings-b64d33d82997,qwen-codings,2026-05-10T10:08:46Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|81c69986e1dd|false_label_1,200
qwen-codings-be8f81025fbd,qwen-codings,2026-05-10T10:08:49Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|81c69986e1dd|false_label_2,200
qwen-codings-13047fb3bb9d,qwen-codings,2026-05-10T10:08:52Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|073bbb8db1ce|none,200
qwen-codings-845ed6d86761,qwen-codings,2026-05-10T10:08:54Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|073bbb8db1ce|true_label,200
qwen-codings-5ff396235163,qwen-codings,2026-05-10T10:08:56Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|073bbb8db1ce|false_label_1,200
qwen-codings-dc535470dc0d,qwen-codings,2026-05-10T10:09:00Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|073bbb8db1ce|false_label_2,200
qwen-codings-21bde2af69fd,qwen-codings,2026-05-10T10:09:03Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|ba241b5822b4|none,200
qwen-codings-f94142f24497,qwen-codings,2026-05-10T10:09:05Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|ba241b5822b4|true_label,200
qwen-codings-26acf77fb059,qwen-codings,2026-05-10T10:09:08Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|ba241b5822b4|false_label_1,200
qwen-codings-bdc37c25f60c,qwen-codings,2026-05-10T10:09:11Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|ba241b5822b4|false_label_2,200
qwen-codings-d8e66ad67168,qwen-codings,2026-05-10T10:09:15Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|627b8e7ddfdd|none,200
qwen-codings-2f1a3fbdd3ff,qwen-codings,2026-05-10T10:09:17Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|627b8e7ddfdd|true_label,200
qwen-codings-9fb2dddd9d37,qwen-codings,2026-05-10T10:09:20Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|627b8e7ddfdd|false_label_1,200
qwen-codings-73497b59f3ef,qwen-codings,2026-05-10T10:09:22Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|627b8e7ddfdd|false_label_2,200
qwen-codings-d129675ac8d6,qwen-codings,2026-05-10T10:09:25Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|def716dad417|none,200
qwen-codings-344d769dd850,qwen-codings,2026-05-10T10:09:28Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|def716dad417|true_label,200
qwen-codings-74010314a523,qwen-codings,2026-05-10T10:09:30Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|def716dad417|false_label_1,200
qwen-codings-0f59e2da370f,qwen-codings,2026-05-10T10:09:33Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|def716dad417|false_label_2,200
qwen-codings-3a651b68567a,qwen-codings,2026-05-10T10:09:36Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|69797564b334|none,200
qwen-codings-29e08a033145,qwen-codings,2026-05-10T10:09:39Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|69797564b334|true_label,200
qwen-codings-c77249c93ed9,qwen-codings,2026-05-10T10:09:42Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|69797564b334|false_label_1,200
qwen-codings-2b185ce4448b,qwen-codings,2026-05-10T10:09:45Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|69797564b334|false_label_2,200
qwen-codings-b1a42a8968fc,qwen-codings,2026-05-10T10:09:48Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|5fb48fe7c420|none,200
qwen-codings-4c1955126322,qwen-codings,2026-05-10T10:09:52Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|5fb48fe7c420|true_label,200
qwen-codings-bab4b1d9ddc2,qwen-codings,2026-05-10T10:09:55Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|5fb48fe7c420|false_label_1,200
qwen-codings-ad005298e64a,qwen-codings,2026-05-10T10:09:58Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|5fb48fe7c420|false_label_2,200
qwen-codings-93ba6ca58499,qwen-codings,2026-05-10T10:10:01Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|9445101b6bfa|none,200
qwen-codings-7067be4c629a,qwen-codings,2026-05-10T10:10:05Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|9445101b6bfa|true_label,200
qwen-codings-9a2bc439b702,qwen-codings,2026-05-10T10:10:08Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|9445101b6bfa|false_label_1,200
qwen-codings-219dd13570af,qwen-codings,2026-05-10T10:10:11Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|9445101b6bfa|false_label_2,200
qwen-codings-5de46f4df956,qwen-codings,2026-05-10T10:10:14Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|999bb4623f49|none,200
qwen-codings-6e286a587f9e,qwen-codings,2026-05-10T10:10:16Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|999bb4623f49|true_label,200
qwen-codings-0b5aaa0e623e,qwen-codings,2026-05-10T10:10:20Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|999bb4623f49|false_label_1,200
qwen-codings-c36cdbf7d229,qwen-codings,2026-05-10T10:10:23Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|999bb4623f49|false_label_2,200
evaluations-e70ccf67fdcb,evaluations,2026-05-10T11:46:22Z,openai/gpt-4o,openai/gpt-4o|9ced5123dca8|none,200
evaluations-518281c89b56,evaluations,2026-05-10T11:46:25Z,openai/gpt-4o,openai/gpt-4o|9ced5123dca8|true_label,200
evaluations-a90f38dae935,evaluations,2026-05-10T11:46:27Z,openai/gpt-4o,openai/gpt-4o|9ced5123dca8|false_label_1,200
evaluations-99a8c2e855ca,evaluations,2026-05-10T11:46:29Z,openai/gpt-4o,openai/gpt-4o|9ced5123dca8|false_label_2,200
evaluations-a99758fcf9e9,evaluations,2026-05-10T11:46:32Z,openai/gpt-4o,openai/gpt-4o|8cd35eb9b9e8|none,200
evaluations-dc4703b50daf,evaluations,2026-05-10T11:46:34Z,openai/gpt-4o,openai/gpt-4o|8cd35eb9b9e8|true_label,200
evaluations-6edf3fc29450,evaluations,2026-05-10T11:46:36Z,openai/gpt-4o,openai/gpt-4o|8cd35eb9b9e8|false_label_1,200
evaluations-fcabe2fc79d6,evaluations,2026-05-10T11:46:39Z,openai/gpt-4o,openai/gpt-4o|8cd35eb9b9e8|false_label_2,200
evaluations-24be3921e090,evaluations,2026-05-10T11:46:41Z,openai/gpt-4o,openai/gpt-4o|b659fb81dbcc|none,200
evaluations-e3c452e20e2f,evaluations,2026-05-10T11:46:43Z,openai/gpt-4o,openai/gpt-4o|b659fb81dbcc|true_label,200
evaluations-064ee9a22ab0,evaluations,2026-05-10T11:46:45Z,openai/gpt-4o,openai/gpt-4o|b659fb81dbcc|false_label_1,200
evaluations-f313c4fa8feb,evaluations,2026-05-10T11:46:49Z,openai/gpt-4o,openai/gpt-4o|b659fb81dbcc|false_label_2,200
evaluations-357975c26df0,evaluations,2026-05-10T11:46:52Z,openai/gpt-4o,openai/gpt-4o|7ee6bcc30d1c|none,200
evaluations-9c6623e039bd,evaluations,2026-05-10T11:46:54Z,openai/gpt-4o,openai/gpt-4o|7ee6bcc30d1c|true_label,200
evaluations-ea888230ad97,evaluations,2026-05-10T11:46:56Z,openai/gpt-4o,openai/gpt-4o|7ee6bcc30d1c|false_label_1,200
evaluations-52751933cd2b,evaluations,2026-05-10T11:46:58Z,openai/gpt-4o,openai/gpt-4o|7ee6bcc30d1c|false_label_2,200
evaluations-8df500bbcf95,evaluations,2026-05-10T11:47:01Z,openai/gpt-4o,openai/gpt-4o|5950521ed469|none,200
evaluations-7b00da0323a5,evaluations,2026-05-10T11:47:04Z,openai/gpt-4o,openai/gpt-4o|5950521ed469|true_label,200
evaluations-e392d684b2d0,evaluations,2026-05-10T11:47:06Z,openai/gpt-4o,openai/gpt-4o|5950521ed469|false_label_1,200
evaluations-94a9b5e682b4,evaluations,2026-05-10T11:47:09Z,openai/gpt-4o,openai/gpt-4o|5950521ed469|false_label_2,200
evaluations-a943a0a4d39f,evaluations,2026-05-10T11:47:11Z,openai/gpt-4o,openai/gpt-4o|6f84aea89387|none,200
evaluations-a7dea3e88f66,evaluations,2026-05-10T11:47:13Z,openai/gpt-4o,openai/gpt-4o|6f84aea89387|true_label,200
evaluations-12e9ae2851a6,evaluations,2026-05-10T11:47:16Z,openai/gpt-4o,openai/gpt-4o|6f84aea89387|false_label_1,200
evaluations-f5e4ba8aeb27,evaluations,2026-05-10T11:47:19Z,openai/gpt-4o,openai/gpt-4o|6f84aea89387|false_label_2,200
evaluations-4fe764c192e3,evaluations,2026-05-10T11:47:21Z,openai/gpt-4o,openai/gpt-4o|60270a891b7a|none,200
evaluations-f512bef0f7fd,evaluations,2026-05-10T11:47:23Z,openai/gpt-4o,openai/gpt-4o|60270a891b7a|true_label,200
evaluations-2c991b9179f7,evaluations,2026-05-10T11:47:26Z,openai/gpt-4o,openai/gpt-4o|60270a891b7a|false_label_1,200
evaluations-cccd73193402,evaluations,2026-05-10T11:47:28Z,openai/gpt-4o,openai/gpt-4o|60270a891b7a|false_label_2,200
evaluations-3020c7e6711a,evaluations,2026-05-10T11:47:31Z,openai/gpt-4o,openai/gpt-4o|b4d99bfad887|none,200
evaluations-f22aea0279b4,evaluations,2026-05-10T11:47:33Z,openai/gpt-4o,openai/gpt-4o|b4d99bfad887|true_label,200
evaluations-d57f727af862,evaluations,2026-05-10T11:47:35Z,openai/gpt-4o,openai/gpt-4o|b4d99bfad887|false_label_1,200
evaluations-2ace781d97ae,evaluations,2026-05-10T11:47:39Z,openai/gpt-4o,openai/gpt-4o|b4d99bfad887|false_label_2,200
evaluations-74cbb8d83237,evaluations,2026-05-10T11:47:41Z,openai/gpt-4o,openai/gpt-4o|dea47e3c90d4|none,200
evaluations-302e4c76b7f9,evaluations,2026-05-10T11:47:44Z,openai/gpt-4o,openai/gpt-4o|dea47e3c90d4|true_label,200
evaluations-149ca1c8fb6d,evaluations,2026-05-10T11:47:46Z,openai/gpt-4o,openai/gpt-4o|dea47e3c90d4|false_label_1,200
evaluations-867a6e2cee1d,evaluations,2026-05-10T11:47:49Z,openai/gpt-4o,openai/gpt-4o|dea47e3c90d4|false_label_2,200
evaluations-e5de5faef24a,evaluations,2026-05-10T11:47:51Z,openai/gpt-4o,openai/gpt-4o|5167ae82d662|none,200
evaluations-8d798b6ba43a,evaluations,2026-05-10T11:47:53Z,openai/gpt-4o,openai/gpt-4o|5167ae82d662|true_label,200
evaluations-05ff00f65791,evaluations,2026-05-10T11:47:57Z,openai/gpt-4o,openai/gpt-4o|5167ae82d662|false_label_1,200
evaluations-182a1474bacc,evaluations,2026-05-10T11:48:00Z,openai/gpt-4o,openai/gpt-4o|5167ae82d662|false_label_2,200
evaluations-f1d0f735fbfc,evaluations,2026-05-10T11:48:02Z,openai/gpt-4o,openai/gpt-4o|a3717f0fc687|none,200
evaluations-27a57bdad54c,evaluations,2026-05-10T11:48:04Z,openai/gpt-4o,openai/gpt-4o|a3717f0fc687|true_label,200
evaluations-5606eff21a27,evaluations,2026-05-10T11:48:07Z,openai/gpt-4o,openai/gpt-4o|a3717f0fc687|false_label_1,200
evaluations-6dd0be88de23,evaluations,2026-05-10T11:48:09Z,openai/gpt-4o,openai/gpt-4o|a3717f0fc687|false_label_2,200
evaluations-efebc30dd97d,evaluations,2026-05-10T11:48:11Z,openai/gpt-4o,openai/gpt-4o|29dd7d832d26|none,200
evaluations-be8f7c7695d2,evaluations,2026-05-10T11:48:14Z,openai/gpt-4o,openai/gpt-4o|29dd7d832d26|true_label,200
evaluations-02d7ee30a711,evaluations,2026-05-10T11:48:16Z,openai/gpt-4o,openai/gpt-4o|29dd7d832d26|false_label_1,200
evaluations-01d11bc3f525,evaluations,2026-05-10T11:48:19Z,openai/gpt-4o,openai/gpt-4o|29dd7d832d26|false_label_2,200
evaluations-513469347a9c,evaluations,2026-05-10T11:48:21Z,openai/gpt-4o,openai/gpt-4o|381d4a01e0af|none,200
evaluations-c24f0738526f,evaluations,2026-05-10T11:48:23Z,openai/gpt-4o,openai/gpt-4o|381d4a01e0af|true_label,200
evaluations-288c7f1a4ffb,evaluations,2026-05-10T11:48:27Z,openai/gpt-4o,openai/gpt-4o|381d4a01e0af|false_label_1,200
evaluations-a7b333a1f91c,evaluations,2026-05-10T11:48:30Z,openai/gpt-4o,openai/gpt-4o|381d4a01e0af|false_label_2,200
evaluations-e3344128d5f3,evaluations,2026-05-10T11:48:32Z,openai/gpt-4o,openai/gpt-4o|0587b76aea95|none,200
evaluations-2b516d78f020,evaluations,2026-05-10T11:48:35Z,openai/gpt-4o,openai/gpt-4o|0587b76aea95|true_label,200
evaluations-4eb7f3b9fcee,evaluations,2026-05-10T11:48:37Z,openai/gpt-4o,openai/gpt-4o|0587b76aea95|false_label_1,200
evaluations-791f81e4c8d3,evaluations,2026-05-10T11:48:39Z,openai/gpt-4o,openai/gpt-4o|0587b76aea95|false_label_2,200
evaluations-3214e8567d27,evaluations,2026-05-10T11:48:42Z,openai/gpt-4o,openai/gpt-4o|9f285ebdf405|none,200
evaluations-ee3d60d7ab33,evaluations,2026-05-10T11:48:44Z,openai/gpt-4o,openai/gpt-4o|9f285ebdf405|true_label,200
evaluations-0e2fdd1b72b0,evaluations,2026-05-10T11:48:46Z,openai/gpt-4o,openai/gpt-4o|9f285ebdf405|false_label_1,200
evaluations-d023e722a12b,evaluations,2026-05-10T11:48:48Z,openai/gpt-4o,openai/gpt-4o|9f285ebdf405|false_label_2,200
evaluations-c1bb5927da50,evaluations,2026-05-10T11:48:56Z,google/gemini-2.5-flash,google/gemini-2.5-flash|9ced5123dca8|none,200
evaluations-f04295c47d66,evaluations,2026-05-10T11:49:00Z,google/gemini-2.5-flash,google/gemini-2.5-flash|9ced5123dca8|true_label,200
evaluations-3b6427672eeb,evaluations,2026-05-10T11:49:02Z,google/gemini-2.5-flash,google/gemini-2.5-flash|9ced5123dca8|false_label_1,200
evaluations-bab8608a9dde,evaluations,2026-05-10T11:49:04Z,google/gemini-2.5-flash,google/gemini-2.5-flash|9ced5123dca8|false_label_2,200
evaluations-77f5a99d7679,evaluations,2026-05-10T11:49:06Z,google/gemini-2.5-flash,google/gemini-2.5-flash|8cd35eb9b9e8|none,200
evaluations-1623f5773213,evaluations,2026-05-10T11:49:12Z,google/gemini-2.5-flash,google/gemini-2.5-flash|8cd35eb9b9e8|true_label,200
evaluations-145d92f827e6,evaluations,2026-05-10T11:49:15Z,google/gemini-2.5-flash,google/gemini-2.5-flash|8cd35eb9b9e8|false_label_1,200
evaluations-960ed9773bcb,evaluations,2026-05-10T11:49:17Z,google/gemini-2.5-flash,google/gemini-2.5-flash|8cd35eb9b9e8|false_label_2,200
evaluations-29166d860fb2,evaluations,2026-05-10T11:49:30Z,google/gemini-2.5-flash,google/gemini-2.5-flash|b659fb81dbcc|none,200
evaluations-a529d6a45cf3,evaluations,2026-05-10T11:49:32Z,google/gemini-2.5-flash,google/gemini-2.5-flash|b659fb81dbcc|true_label,200
evaluations-a9074c023fe9,evaluations,2026-05-10T11:49:35Z,google/gemini-2.5-flash,google/gemini-2.5-flash|b659fb81dbcc|false_label_1,200
evaluations-8a54e87a1557,evaluations,2026-05-10T11:49:36Z,google/gemini-2.5-flash,google/gemini-2.5-flash|b659fb81dbcc|false_label_2,200
evaluations-39d9f7819c6e,evaluations,2026-05-10T11:49:40Z,google/gemini-2.5-flash,google/gemini-2.5-flash|7ee6bcc30d1c|none,200
evaluations-53e8b2258eaf,evaluations,2026-05-10T11:49:41Z,google/gemini-2.5-flash,google/gemini-2.5-flash|7ee6bcc30d1c|true_label,200
evaluations-daea14f73361,evaluations,2026-05-10T11:49:43Z,google/gemini-2.5-flash,google/gemini-2.5-flash|7ee6bcc30d1c|false_label_1,200
evaluations-e9bcbe6412fc,evaluations,2026-05-10T11:49:45Z,google/gemini-2.5-flash,google/gemini-2.5-flash|7ee6bcc30d1c|false_label_2,200
evaluations-a00376dbfcf2,evaluations,2026-05-10T11:49:48Z,google/gemini-2.5-flash,google/gemini-2.5-flash|5950521ed469|none,200
evaluations-1c6d8b9645b2,evaluations,2026-05-10T11:49:50Z,google/gemini-2.5-flash,google/gemini-2.5-flash|5950521ed469|true_label,200
evaluations-d1bde961f95a,evaluations,2026-05-10T11:49:51Z,google/gemini-2.5-flash,google/gemini-2.5-flash|5950521ed469|false_label_1,200
evaluations-8fcc3098d443,evaluations,2026-05-10T11:49:53Z,google/gemini-2.5-flash,google/gemini-2.5-flash|5950521ed469|false_label_2,200
evaluations-4792e1f48a7a,evaluations,2026-05-10T11:49:55Z,google/gemini-2.5-flash,google/gemini-2.5-flash|6f84aea89387|none,200
evaluations-648d99064a60,evaluations,2026-05-10T11:49:57Z,google/gemini-2.5-flash,google/gemini-2.5-flash|6f84aea89387|true_label,200
evaluations-848c26fba50b,evaluations,2026-05-10T11:49:58Z,google/gemini-2.5-flash,google/gemini-2.5-flash|6f84aea89387|false_label_1,200
evaluations-10d03f6f0ead,evaluations,2026-05-10T11:50:02Z,google/gemini-2.5-flash,google/gemini-2.5-flash|6f84aea89387|false_label_2,200
evaluations-fc89b42390a6,evaluations,2026-05-10T11:50:03Z,google/gemini-2.5-flash,google/gemini-2.5-flash|60270a891b7a|none,200
evaluations-6bf314c3707a,evaluations,2026-05-10T11:50:05Z,google/gemini-2.5-flash,google/gemini-2.5-flash|60270a891b7a|true_label,200
evaluations-b75ae6878305,evaluations,2026-05-10T11:50:08Z,google/gemini-2.5-flash,google/gemini-2.5-flash|60270a891b7a|false_label_1,200
evaluations-a6c53ec6746c,evaluations,2026-05-10T11:50:10Z,google/gemini-2.5-flash,google/gemini-2.5-flash|60270a891b7a|false_label_2,200
evaluations-31cef5b2ab8f,evaluations,2026-05-10T11:50:12Z,google/gemini-2.5-flash,google/gemini-2.5-flash|b4d99bfad887|none,200
evaluations-55614321f484,evaluations,2026-05-10T11:50:14Z,google/gemini-2.5-flash,google/gemini-2.5-flash|b4d99bfad887|true_label,200
evaluations-a381551d1c37,evaluations,2026-05-10T11:50:16Z,google/gemini-2.5-flash,google/gemini-2.5-flash|b4d99bfad887|false_label_1,200
evaluations-7a0c25c638b9,evaluations,2026-05-10T11:50:18Z,google/gemini-2.5-flash,google/gemini-2.5-flash|b4d99bfad887|false_label_2,200
evaluations-5b549dbad593,evaluations,2026-05-10T11:50:21Z,google/gemini-2.5-flash,google/gemini-2.5-flash|dea47e3c90d4|none,200
evaluations-e928db744a52,evaluations,2026-05-10T11:50:23Z,google/gemini-2.5-flash,google/gemini-2.5-flash|dea47e3c90d4|true_label,200
evaluations-5573636d621b,evaluations,2026-05-10T11:50:25Z,google/gemini-2.5-flash,google/gemini-2.5-flash|dea47e3c90d4|false_label_1,200
evaluations-28ba1f8afe18,evaluations,2026-05-10T11:50:26Z,google/gemini-2.5-flash,google/gemini-2.5-flash|dea47e3c90d4|false_label_2,200
evaluations-c69bc61dec80,evaluations,2026-05-10T11:50:28Z,google/gemini-2.5-flash,google/gemini-2.5-flash|5167ae82d662|none,200
evaluations-32db4b36b3dc,evaluations,2026-05-10T11:50:30Z,google/gemini-2.5-flash,google/gemini-2.5-flash|5167ae82d662|true_label,200
evaluations-d35d596f3c93,evaluations,2026-05-10T11:50:32Z,google/gemini-2.5-flash,google/gemini-2.5-flash|5167ae82d662|false_label_1,200
evaluations-08d46b0894aa,evaluations,2026-05-10T11:50:37Z,google/gemini-2.5-flash,google/gemini-2.5-flash|5167ae82d662|false_label_2,200
evaluations-5c0e33dd6b11,evaluations,2026-05-10T11:50:39Z,google/gemini-2.5-flash,google/gemini-2.5-flash|a3717f0fc687|none,200
evaluations-9727c7078237,evaluations,2026-05-10T11:50:40Z,google/gemini-2.5-flash,google/gemini-2.5-flash|a3717f0fc687|true_label,200
evaluations-3db2a224a2a9,evaluations,2026-05-10T11:50:42Z,google/gemini-2.5-flash,google/gemini-2.5-flash|a3717f0fc687|false_label_1,200
evaluations-7d8b761954d6,evaluations,2026-05-10T11:50:44Z,google/gemini-2.5-flash,google/gemini-2.5-flash|a3717f0fc687|false_label_2,200
evaluations-50f7b34f712f,evaluations,2026-05-10T11:50:46Z,google/gemini-2.5-flash,google/gemini-2.5-flash|29dd7d832d26|none,200
evaluations-a387698bfc77,evaluations,2026-05-10T11:50:48Z,google/gemini-2.5-flash,google/gemini-2.5-flash|29dd7d832d26|true_label,200
evaluations-273c3af31bcd,evaluations,2026-05-10T11:50:50Z,google/gemini-2.5-flash,google/gemini-2.5-flash|29dd7d832d26|false_label_1,200
evaluations-5c5fda966776,evaluations,2026-05-10T11:50:53Z,google/gemini-2.5-flash,google/gemini-2.5-flash|29dd7d832d26|false_label_2,200
evaluations-01d3869dbab8,evaluations,2026-05-10T11:50:58Z,google/gemini-2.5-flash,google/gemini-2.5-flash|381d4a01e0af|none,200
evaluations-b68e220fd9e3,evaluations,2026-05-10T11:50:59Z,google/gemini-2.5-flash,google/gemini-2.5-flash|381d4a01e0af|true_label,200
evaluations-7c4c6e3c3eb3,evaluations,2026-05-10T11:51:02Z,google/gemini-2.5-flash,google/gemini-2.5-flash|381d4a01e0af|false_label_1,200
evaluations-053bca06f73e,evaluations,2026-05-10T11:51:04Z,google/gemini-2.5-flash,google/gemini-2.5-flash|381d4a01e0af|false_label_2,200
evaluations-152088277549,evaluations,2026-05-10T11:51:05Z,google/gemini-2.5-flash,google/gemini-2.5-flash|0587b76aea95|none,200
evaluations-0ff077705b5c,evaluations,2026-05-10T11:51:07Z,google/gemini-2.5-flash,google/gemini-2.5-flash|0587b76aea95|true_label,200
evaluations-d5f619e84996,evaluations,2026-05-10T11:51:08Z,google/gemini-2.5-flash,google/gemini-2.5-flash|0587b76aea95|false_label_1,200
evaluations-b9da766fff70,evaluations,2026-05-10T11:51:10Z,google/gemini-2.5-flash,google/gemini-2.5-flash|0587b76aea95|false_label_2,200
evaluations-a4d8083a750b,evaluations,2026-05-10T11:51:12Z,google/gemini-2.5-flash,google/gemini-2.5-flash|9f285ebdf405|none,200
evaluations-36a185bdc961,evaluations,2026-05-10T11:51:14Z,google/gemini-2.5-flash,google/gemini-2.5-flash|9f285ebdf405|true_label,200
evaluations-ed74f8658619,evaluations,2026-05-10T11:51:16Z,google/gemini-2.5-flash,google/gemini-2.5-flash|9f285ebdf405|false_label_1,200
evaluations-8025ea90dbc3,evaluations,2026-05-10T11:51:18Z,google/gemini-2.5-flash,google/gemini-2.5-flash|9f285ebdf405|false_label_2,200
evaluations-489d4274567f,evaluations,2026-05-10T11:51:22Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|9ced5123dca8|none,200
evaluations-9f8f3cc15ed9,evaluations,2026-05-10T11:51:25Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|9ced5123dca8|true_label,200
evaluations-85a46ea791ad,evaluations,2026-05-10T11:51:30Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|9ced5123dca8|false_label_1,200
evaluations-6e66c5eac4dd,evaluations,2026-05-10T11:51:36Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|9ced5123dca8|false_label_2,200
evaluations-424b7208cf40,evaluations,2026-05-10T11:51:43Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|8cd35eb9b9e8|none,200
evaluations-fa8d5f22e749,evaluations,2026-05-10T11:51:47Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|8cd35eb9b9e8|true_label,200
evaluations-77bd385f1338,evaluations,2026-05-10T11:52:21Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|8cd35eb9b9e8|false_label_1,200
evaluations-7124d198cc99,evaluations,2026-05-10T11:52:28Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|8cd35eb9b9e8|false_label_2,200
evaluations-3f01839d5a96,evaluations,2026-05-10T11:52:35Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|b659fb81dbcc|none,200
evaluations-db23affb4477,evaluations,2026-05-10T11:52:39Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|b659fb81dbcc|true_label,200
evaluations-e3e5a76c9eab,evaluations,2026-05-10T11:52:57Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|b659fb81dbcc|false_label_1,200
evaluations-7e6d988e3d94,evaluations,2026-05-10T11:53:01Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|b659fb81dbcc|false_label_2,200
evaluations-c8acb202fd7f,evaluations,2026-05-10T11:53:04Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|7ee6bcc30d1c|none,200
evaluations-eaa34a6a538d,evaluations,2026-05-10T11:53:07Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|7ee6bcc30d1c|true_label,200
evaluations-66652b39d0ef,evaluations,2026-05-10T11:53:25Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|7ee6bcc30d1c|false_label_1,200
evaluations-f5747b6680ce,evaluations,2026-05-10T11:53:41Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|7ee6bcc30d1c|false_label_2,200
evaluations-c3394e0b3cbd,evaluations,2026-05-10T11:53:44Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|5950521ed469|none,200
evaluations-62f37cf9fe33,evaluations,2026-05-10T11:53:51Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|5950521ed469|true_label,200
evaluations-ebff5bf20c35,evaluations,2026-05-10T11:53:54Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|5950521ed469|false_label_1,200
evaluations-60e1f92fe0e1,evaluations,2026-05-10T11:53:57Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|5950521ed469|false_label_2,200
evaluations-7d02791ad255,evaluations,2026-05-10T11:54:17Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|6f84aea89387|none,200
evaluations-8c3fa1b243d0,evaluations,2026-05-10T11:54:32Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|6f84aea89387|true_label,200
evaluations-497591406c05,evaluations,2026-05-10T11:54:50Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|6f84aea89387|false_label_1,200
evaluations-9de54feceabb,evaluations,2026-05-10T11:54:54Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|6f84aea89387|false_label_2,200
evaluations-4357b06d5623,evaluations,2026-05-10T11:55:13Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|60270a891b7a|none,200
evaluations-d926b4218256,evaluations,2026-05-10T11:55:32Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|60270a891b7a|true_label,200
evaluations-af9aec44d03b,evaluations,2026-05-10T11:55:55Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|60270a891b7a|false_label_1,200
